OBJECTID,A,Service Category,Service Type,Walk-in,Insurance,Children,Facility Name ,Address,City,Borough,Latitude,Longitude,ZIP Code,Phone,Website,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,More Information,DOHMH Website,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
410,503,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,1223 2ND AVENUE,NEW YORK,MANHATTAN,40.763826420000001,-73.962005500000004,10065,(212) 752-3377,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76382642', 'longitude': '-73.9620055', 'human_address': '{""address"": ""1223 2ND AVENUE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",10090,23,4,51,11
264,153,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,775 COLUMBUS AVE,NEW YORK,Manhattan,40.794081460000001,-73.966635019999998,10025,212-280-3085,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.79408146', 'longitude': '-73.96663502', 'human_address': '{""address"": ""775 COLUMBUS AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12422,20,4,23,15
311,277,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,1328 2nd Avenue,Manhattan,Manhattan,40.767821130000002,-73.95903466,10021,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76782113', 'longitude': '-73.95903466', 'human_address': '{""address"": ""1328 2nd Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12083,23,4,1,11
51,18,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1 WHITEHALL ST,NEW YORK,Manhattan,40.703786270000002,-74.013114799999997,10004,212-509-9020,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.70378627', 'longitude': '-74.0131148', 'human_address': '{""address"": ""1 WHITEHALL ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11725,56,4,32,1
68,319,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,537 East 138th Street,Bronx,Bronx,40.807228469999998,-73.918363549999995,10454,(718) 402-5550,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.80722847', 'longitude': '-73.91836355', 'human_address': '{""address"": ""537 East 138th Street"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",10932,49,5,35,23
200,357,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,2271 Richmond Avenue,Staten Island,Staten Island,40.59193329,-74.163914140000003,10314,(718) 698-0500,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.59193329', 'longitude': '-74.16391414', 'human_address': '{""address"": ""2271 Richmond Avenue"", ""city"": ""Staten Island"", ""state"": """", ""zip"": """"}'}",10700,30,1,9,75
674,496,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,158 BLEECKER STREET,NEW YORK,MANHATTAN,40.728510370000002,-73.999888150000004,10012,(212) 982-3369,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.72851037', 'longitude': '-73.99988815', 'human_address': '{""address"": ""158 BLEECKER STREET"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12075,57,4,10,3
178,131,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,931 1ST AVE,NEW YORK,Manhattan,40.75466007,-73.965616350000005,10022,212-421-1046,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75466007', 'longitude': '-73.96561635', 'human_address': '{""address"": ""931 1ST AVE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12419,71,4,51,9
792,835,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Brownsville Child Health Center,259 BRISTOL STREET ,BROOKLYN,BROOKLYN,40.664819379999997,-73.911414579999999,11212,718 240 0499,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.66481938', 'longitude': '-73.91141458', 'human_address': '{""address"": ""259 BRISTOL STREET"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",17614,55,2,17,46
183,250,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,1160 3rd Avenue,Manhattan,Manhattan,40.766912470000001,-73.962715290000006,10065,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76691247', 'longitude': '-73.96271529', 'human_address': '{""address"": ""1160 3rd Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",10090,23,4,51,11
332,172,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,254 PARK AVE S,NEW YORK,Manhattan,40.738460500000002,-73.987726269999996,10010,212-387-7340,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7384605', 'longitude': '-73.98772627', 'human_address': '{""address"": ""254 PARK AVE S"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12073,11,4,50,7
442,706,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Mt. Carmel Pharmacy,205 East 187 Street,Bronx,BRONX,40.860273460000002,-73.898012030000004,10458,(718) 364-6100,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.86027346', 'longitude': '-73.89801203', 'human_address': '{""address"": ""205 East 187 Street"", ""city"": ""Bronx"", ""state"": """", ""zip"": """"}'}",10936,6,5,22,29
17,305,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,2712 Broadway,Manhattan,Manhattan,40.799537430000001,-73.968166909999994,10025,(212) 665-6200,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.79953743', 'longitude': '-73.96816691', 'human_address': '{""address"": ""2712 Broadway"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12422,20,4,23,15
586,648,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Century Pharmacy ,302a Grand Street,Manhattan,MANHATTAN,40.717498059999997,-73.991681310000004,10002,(212) 925-3838,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71749806', 'longitude': '-73.99168131', 'human_address': '{""address"": ""302a Grand Street"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",11723,70,4,32,2
371,293,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,132-50 Metropolitan Avenue,Queens,Queens,40.7028885,-73.818831930000002,11418,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7028885', 'longitude': '-73.81883193', 'human_address': '{""address"": ""132-50 Metropolitan Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",24014,46,3,28,60
718,559,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,2045 FOREST AVE.,STATEN ISLAND,STATEN ISLAND,40.626156569999999,-74.157409290000004,10303,(718) 982-8019,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.62615657', 'longitude': '-74.15740929', 'human_address': '{""address"": ""2045 FOREST AVE."", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10371,4,1,13,75
503,626,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Park Chemist,164 5th Avenue,Brooklyn,BROOKLYN,40.677820850000003,-73.979511340000002,11217,(718) 393-5555,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.67782085', 'longitude': '-73.97951134', 'human_address': '{""address"": ""164 5th Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17619,14,2,27,50
841,851,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Robert Couche Senior Citizens Center,137-57 FARMERS BOULEVARD ,QUEENS,QUEENS,40.67250215,-73.764137579999996,11434,718 883 3030,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.67250215', 'longitude': '-73.76413758', 'human_address': '{""address"": ""137-57 FARMERS BOULEVARD"", ""city"": ""QUEENS"", ""state"": """", ""zip"": """"}'}",24669,41,3,47,71
464,423,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,237 Avenue U,Brooklyn,Brooklyn,40.59679379,-73.975340450000004,11223,(718) 946-4370,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.59679379', 'longitude': '-73.97534045', 'human_address': '{""address"": ""237 Avenue U"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",18183,1,2,45,37
128,236,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,103-14 Roosevelt Avenue,Queens,Queens,40.749510639999997,-73.862597510000001,11368,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74951064', 'longitude': '-73.86259751', 'human_address': '{""address"": ""103-14 Roosevelt Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14510,66,3,21,68
339,396,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,109-07 101st Avenue,Queens,Queens,40.687635280000002,-73.834271049999998,11419,(718) 441-9311,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68763528', 'longitude': '-73.83427105', 'human_address': '{""address"": ""109-07 101st Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",24015,46,3,46,60
471,516,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,778 MANOR ROAD,STATEN ISLAND,STATEN ISLAND,40.607659720000001,-74.12105923,10314,(718) 761-5500,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.60765972', 'longitude': '-74.12105923', 'human_address': '{""address"": ""778 MANOR ROAD"", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10700,30,1,13,75
577,459,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,33-01  30th Avenue,Queens,Queens,40.766036710000002,-73.919488549999997,11103,(718) 721-3475,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76603671', 'longitude': '-73.91948855', 'human_address': '{""address"": ""33-01 30th Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",16860,39,3,4,72
809,589,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,218 MYRTLE AVE.,BROOKLYN,BROOKLYN,40.693518359999999,-73.980310660000001,11201,(718) 596-2460,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.69351836', 'longitude': '-73.98031066', 'human_address': '{""address"": ""218 MYRTLE AVE."", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",16865,68,2,48,55
360,289,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,93-12  Astoria Boulevard,Queens,Queens,40.763055799999997,-73.876196489999998,11369,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7630558', 'longitude': '-73.87619649', 'human_address': '{""address"": ""93-12 Astoria Boulevard"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14511,65,3,21,73
644,663,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Belle Harbor Chemists,449 Beach 129th Street,Belle Harbor,QUEENS,40.578736020000001,-73.849611100000004,11694,(718) 634-0001,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.57873602', 'longitude': '-73.8496111', 'human_address': '{""address"": ""449 Beach 129th Street"", ""city"": ""Belle Harbor"", ""state"": """", ""zip"": """"}'}",20532,51,3,41,58
545,732,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Aausadm Inc.,4615 5th Avenue,Brooklyn,BROOKLYN,40.647193420000001,-74.008126099999998,11220,(718) 972-2780,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.64719342', 'longitude': '-74.0081261', 'human_address': '{""address"": ""4615 5th Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",18180,9,2,7,45
32,12,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,67 BROAD ST,NEW YORK,Manhattan,40.704847360000002,-74.011512609999997,10004,212-943-3690,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.70484736', 'longitude': '-74.01151261', 'human_address': '{""address"": ""67 BROAD ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11725,56,4,32,1
745,763,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Bayridge Pharmacy (SBSC II),7119 5th Avenue,Brooklyn,BROOKLYN,40.632323210000003,-74.021465410000005,11209,(718) 745-7119,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.63232321', 'longitude': '-74.02146541', 'human_address': '{""address"": ""7119 5th Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",17216,10,2,44,41
337,395,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,122-02 Liberty Avenue,Queens,Queens,40.687272020000002,-73.821437369999998,11419,(718) 843-7001,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.68727202', 'longitude': '-73.82143737', 'human_address': '{""address"": ""122-02 Liberty Avenue"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",24015,62,3,46,64
704,803,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Smith Communicare Health Center,60 MADISON STREET ,MANHATTAN,MANHATTAN,40.712011539999999,-73.997309090000002,10038,212 238 7601,{'url': 'http://www.nychealthandhospitals.org/hhc/html/home/home.shtml'},,,,,,,,Call location for hours and information. Insurance not required.,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71201154', 'longitude': '-73.99730909', 'human_address': '{""address"": ""60 MADISON STREET"", ""city"": ""MANHATTAN"", ""state"": """", ""zip"": """"}'}",13096,70,4,32,2
657,488,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,272 8TH AVENUE,NEW YORK,MANHATTAN,40.745703560000003,-73.998170270000003,10011,(212) 255-3007,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.74570356', 'longitude': '-73.99817027', 'human_address': '{""address"": ""272 8TH AVENUE"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12074,12,4,10,6
614,655,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Healthmax Pharmacy Corporation,80-07 Jamaica Avenue,WoodhavenBlvd.,QUEENS,40.69214444,-73.862195409999998,11421,(718) 296-0400,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.69214444', 'longitude': '-73.86219541', 'human_address': '{""address"": ""80-07 Jamaica Avenue"", ""city"": ""WoodhavenBlvd."", ""state"": """", ""zip"": """"}'}",24017,46,3,34,60
155,243,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,20 Astor Place,Manhattan,Manhattan,40.729846530000003,-73.991571160000007,10003,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.72984653', 'longitude': '-73.99157116', 'human_address': '{""address"": ""20 Astor Place"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",11724,57,4,50,5
601,738,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Good Health Pharmacy,79-28 Jamaica Avenue,Woodhaven Blvd.,QUEENS,40.692002629999998,-73.862967400000002,11421,(718) 296-7000,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.69200263', 'longitude': '-73.8629674', 'human_address': '{""address"": ""79-28 Jamaica Avenue"", ""city"": ""Woodhaven Blvd."", ""state"": """", ""zip"": """"}'}",24017,46,3,34,60
865,865,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Advantagecare Physicans Medical Office,52 DUANE STREET,52 DUANE STREET,MANHATTAN,40.714380249999998,-74.003773170000002,10007,646-680-3000,{'url': 'http://acpny.com/city'},,,,,,,,Call 646-680-3000 for an appointment or for walk-in hours. Both cash and insurance are accepted.,,"{'latitude': '40.71438025', 'longitude': '-74.00377317', 'human_address': '{""address"": ""52 DUANE STREET"", ""city"": ""52 DUANE STREET"", ""state"": """", ""zip"": """"}'}",11728,56,4,32,2
12,6,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,51 W 51ST ST,NEW YORK,Manhattan,40.760049629999997,-73.978774720000004,10019,212-582-8525,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.76004963', 'longitude': '-73.97877472', 'human_address': '{""address"": ""51 W 51ST ST"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12081,11,4,51,10
728,562,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,1125 BAY STREET,STATEN ISLAND,STATEN ISLAND,40.615897029999999,-74.067463549999999,10305,(718) 273-4896,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.61589703', 'longitude': '-74.06746355', 'human_address': '{""address"": ""1125 BAY STREET"", ""city"": ""STATEN ISLAND"", ""state"": """", ""zip"": """"}'}",10692,4,1,13,74
73,106,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,873 BROADWAY,NEW YORK,Manhattan,40.738088699999999,-73.990085289999996,10003,917-534-1351,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7380887', 'longitude': '-73.99008529', 'human_address': '{""address"": ""873 BROADWAY"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",11724,11,4,50,7
176,349,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,783 Manhattan Avenue,Brooklyn,Brooklyn,40.727450480000002,-73.952920329999998,11222,(718) 383-6150,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.72745048', 'longitude': '-73.95292033', 'human_address': '{""address"": ""783 Manhattan Avenue"", ""city"": ""Brooklyn"", ""state"": """", ""zip"": """"}'}",18182,36,2,38,57
387,188,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,19815 HORACE HARDING EXPY,FRESH MEADOWS,Queens,40.7433719,-73.777597220000004,11365,718-224-3830,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7433719', 'longitude': '-73.77759722', 'human_address': '{""address"": ""19815 HORACE HARDING EXPY"", ""city"": ""FRESH MEADOWS"", ""state"": """", ""zip"": """"}'}",14507,26,3,3,69
315,168,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1350 BROADWAY,NEW YORK,Manhattan,40.750994509999998,-73.987685479999996,10018,212-695-6346,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75099451', 'longitude': '-73.98768548', 'human_address': '{""address"": ""1350 BROADWAY"", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12080,11,4,51,8
447,511,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,CVS,338 EAST 23RD ST.,NEW YORK,MANHATTAN,40.737376930000003,-73.979821319999999,10010,(212) 505-1555,{'url': 'http://www.cvs.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.73737693', 'longitude': '-73.97982132', 'human_address': '{""address"": ""338 EAST 23RD ST."", ""city"": ""NEW YORK"", ""state"": """", ""zip"": """"}'}",12073,71,4,50,7
572,644,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Metro Pharmacy II,103-11 Metropolitan Avenue,Forrest Hills,QUEENS,40.710249500000003,-73.849511620000001,11375,(718) 263-6151,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7102495', 'longitude': '-73.84951162', 'human_address': '{""address"": ""103-11 Metropolitan Avenue"", ""city"": ""Forrest Hills"", ""state"": """", ""zip"": """"}'}",14786,40,3,28,70
596,650,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,NY Northern Pharmacy,164-16 Northern Blvd,Flushing,QUEENS,40.760650599999998,-73.801827860000003,11358,(718) 445-2470,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.7606506', 'longitude': '-73.80182786', 'human_address': '{""address"": ""164-16 Northern Blvd"", ""city"": ""Flushing"", ""state"": """", ""zip"": """"}'}",14193,22,3,3,67
613,471,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Rite Aid Pharmacy,71-14  Austin Street,Queens,Queens,40.719958060000003,-73.84427676,11375,(718) 575-1012,{'url': 'https://www.riteaid.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.71995806', 'longitude': '-73.84427676', 'human_address': '{""address"": ""71-14 Austin Street"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14786,40,3,28,70
144,39,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Duane Reade,1181 LIBERTY AVE,BROOKLYN,Brooklyn,40.678928050000003,-73.865643840000004,11208,718-277-1580,{'url': 'https://www.walgreens.com/topic/duane-reade/duane-reade.jsp'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.67892805', 'longitude': '-73.86564384', 'human_address': '{""address"": ""1181 LIBERTY AVE"", ""city"": ""BROOKLYN"", ""state"": """", ""zip"": """"}'}",17215,45,2,37,47
498,625,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Madison Avenue Pharmacy,1407 Madison Avenue,Manhattan,MANHATTAN,40.788150039999998,-73.953472619999999,10029,(212) 722-3200,,,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.78815004', 'longitude': '-73.95347262', 'human_address': '{""address"": ""1407 Madison Avenue"", ""city"": ""Manhattan"", ""state"": """", ""zip"": """"}'}",12426,7,4,51,14
44,216,Vaccines,Flu Vaccine (Influenza),Yes,Yes,No,Walgreens Drug Store,44-15 Kissena Boulevard,Queens,Queens,40.75346424,-73.822242189999997,11355,(800) 358-9950,{'url': 'https://www.walgreens.com/'},,,,,,,,Call location for hours,{'url': 'http://www1.nyc.gov/site/doh/health/health-topics/flu-seasonal.page'},"{'latitude': '40.75346424', 'longitude': '-73.82224219', 'human_address': '{""address"": ""44-15 Kissena Boulevard"", ""city"": ""Queens"", ""state"": """", ""zip"": """"}'}",14190,22,3,3,67
877,877,Vaccines,Flu Vaccine (Influenza),Yes,Yes,Yes,Advantagecare Physicans Medical Office,140-15 SANFORD AVENUE,140-15 SANFORD AVENUE,QUEENS,40.757268060000001,-73.826646600000004,11355,646-680-3000,{'url': 'http://acpny.com/city'},,,,,,,,Call 646-680-3000 for an appointment or for walk-in hours. Both cash and insurance are accepted.,,"{'latitude': '40.75726806', 'longitude': '-73.8266466', 'human_address': '{""address"": ""140-15 SANFORD AVENUE"", ""city"": ""140-15 SANFORD AVENUE"", ""state"": """", ""zip"": """"}'}",14190,22,3,3,67
